Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
5751,00:03:59.823,0.8710756655092592,2.822265625,0.9065755208333334,0.6176486545138888,1.0890028211805556
5752,00:03:59.865,1.1931242766203705,4.088134765625,1.1905110677083333,0.8757595486111112,1.5131022135416667
5753,00:03:59.906,1.4898093894675926,5.305582682291667,1.4478624131944444,1.1130913628472223,1.9084743923611112
5754,00:03:59.948,1.7161729600694446,6.329345703125,1.5717502170138888,1.3349609375,2.2418077256944446
5755,00:03:59.990,1.8343912760416667,5.9765625,1.7268337673611112,1.2950303819444444,2.4813096788194446
5756,00:04:00.031,1.8281340422453705,4.883626302083333,1.5599772135416667,1.4974772135416667,2.4269476996527777
5757,00:04:00.073,0.6215096932870371,1.3765462239583333,0.6727701822916666,0.4418402777777778,0.7499186197916666
5758,00:04:00.115,0.3785174334490741,1.3212076822916667,0.3133951822916667,0.3333604600694444,0.4887966579861111
5759,00:04:00.157,0.22443757233796294,0.15909830729166666,0.06339518229166667,0.304443359375,0.3054741753472222
5760,00:04:00.198,0.4558376736111111,0.99609375,0.3057725694444444,0.47021484375,0.5915256076388888
5761,00:04:00.240,0.3585340711805556,1.5218098958333333,0.3745659722222222,0.2523600260416667,0.4486762152777778
5762,00:04:00.282,0.38800274884259256,1.3557942708333333,0.4221462673611111,0.2645128038194444,0.4773491753472222
5763,00:04:00.323,0.47951027199074076,1.3419596354166667,0.3303493923611111,0.4787055121527778,0.6294759114583334
5764,00:04:00.365,0.3057816116898148,0.809326171875,0.1877983940972222,0.3264431423611111,0.4031032986111111
5765,00:04:00.407,0.11795609085648147,0.11067708333333333,0.03537326388888889,0.159423828125,0.15907118055555555
5766,00:04:00.449,0.22565827546296294,0.5326334635416666,0.1487087673611111,0.23494466145833334,0.2933213975694444
5767,00:04:00.490,0.3197157118055556,0.684814453125,0.1979437934027778,0.33544921875,0.4257541232638889
5768,00:04:00.532,0.6845341435185185,1.12060546875,0.3111165364583333,0.8399251302083334,0.9025607638888888
5769,00:04:00.574,0.23161711516203706,1.0791015625,0.2116427951388889,0.20201280381944445,0.2811957465277778
5770,00:04:00.615,0.14424189814814814,0.62255859375,0.1076931423611111,0.14073350694444445,0.1842990451388889
5771,00:04:00.657,0.4577184606481481,0.0,0.1149631076388889,0.6520182291666666,0.6061740451388888
5772,00:04:00.699,0.20458080150462962,0.5326334635416666,0.11317274305555555,0.23936631944444445,0.2612033420138889
5773,00:04:00.740,0.11103877314814814,0.6294759114583334,0.10039605034722222,0.0886501736111111,0.1440700954861111
5774,00:04:00.782,0.12060546875,0.4634602864583333,0.13224283854166666,0.09003363715277778,0.13953993055555555
5775,00:04:00.824,0.22053132233796294,0.5810546875,0.12150065104166667,0.2548556857638889,0.2852376302083333
5776,00:04:00.866,0.17710141782407407,0.0830078125,0.08045789930555555,0.2226019965277778,0.2282443576388889
5777,00:04:00.907,0.03176540798611111,0.394287109375,0.018663194444444444,0.037679036458333336,0.03895399305555555
5778,00:04:00.949,0.06430844907407407,0.4842122395833333,0.05040147569444445,0.06331380208333333,0.07921006944444445
5779,00:04:00.991,0.1710159866898148,0.20060221354166666,0.07549370659722222,0.2124294704861111,0.2251247829861111
